GISID,area,reason,is_strict_replacement,current_material,snapshot_material,update_date,status_date,month
66265,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1496728800000,,2017-06
66272,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
66319,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1629784800000,,2021-08
66323,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1757484000000,,2025-09
66324,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1757484000000,,2025-09
66327,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1579672800000,,2020-01
66328,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
66338,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
66350,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1578290400000,,2020-01
66369,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1704348000000,,2024-01
66405,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1557813600000,,2019-05
66413,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1740722400000,,2025-02
66445,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1760940000000,,2025-10
66447,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1576648800000,,2019-12
66450,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706680800000,,2024-01
66451,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1707285600000,,2024-02
66471,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1587016800000,,2020-04
66511,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1489125600000,,2017-03
66522,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1540274400000,,2018-10
66537,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1695621600000,,2023-09
66567,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1689141600000,,2023-07
66568,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1587016800000,,2020-04
66576,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1637128800000,,2021-11
66582,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1595484000000,,2020-07
66584,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1659938400000,,2022-08
66585,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1710223200000,,2024-03
66599,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1489125600000,,2017-03
66601,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
66604,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1579500000000,,2020-01
66605,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1604556000000,,2020-11
66606,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1604556000000,,2020-11
66649,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1582696800000,,2020-02
66650,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1598853600000,,2020-08
66658,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1695621600000,,2023-09
66661,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1720764000000,,2024-07
66668,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1585116000000,,2020-03
66713,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1755496800000,,2025-08
66734,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1485928800000,,2017-02
66745,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
66752,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1607580000000,,2020-12
66754,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1531288800000,,2018-07
66755,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1531288800000,,2018-07
66762,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19791121,2024-01
66770,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19820924,2024-01
66772,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19820924,2024-01
66773,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19820923,2024-01
66777,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19820923,2024-01
66778,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19820923,2024-01
66802,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1695621600000,,2023-09
66803,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1713160800000,,2024-04
66820,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1588831200000,,2020-05
66855,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706162400000,,2024-01
66867,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1722405600000,,2024-07
66877,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
66895,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1718172000000,1996,2024-06
66899,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1579154400000,,2020-01
66904,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
66905,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
66906,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
66933,NORTH CENTRAL,material_changed_from_lead,Y,Cu,Pb,1486360800000,,2017-02
67021,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67030,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1554271200000,,2019-04
67047,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67053,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1520229600000,,2018-03
67055,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1704780000000,,2024-01
67056,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1632117600000,,2021-09
67058,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1632117600000,,2021-09
67059,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1663567200000,,2022-09
67060,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1663567200000,,2022-09
67061,CATHEDRAL,material_changed_from_lead,Y,POLY E,Pb,1469512800000,,2016-07
67068,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67072,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67074,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67079,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1520402400000,,2018-03
67086,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1753682400000,,2025-07
67101,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1704693600000,,2024-01
438826,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1704693600000,,2024-01
67116,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1664258400000,,2022-09
67117,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1664258400000,,2022-09
67121,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67123,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1688623200000,,2023-07
67124,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1753682400000,,2025-07
67125,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19640724,2024-01
67126,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19640724,2024-01
67130,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1525068000000,,2018-04
67138,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1579672800000,,2020-01
67150,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,20110224,2024-01
67155,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1579672800000,,2020-01
67161,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1662098400000,,2022-09
67162,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67163,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67164,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67174,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67179,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67180,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67181,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67182,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67183,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67198,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1603173600000,,2020-10
67207,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67212,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1628143200000,,2021-08
67222,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67234,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67235,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67236,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67241,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1702447200000,,2023-12
67242,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67243,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67244,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1627365600000,20210426,2021-07
67248,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67251,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19720724,2024-01
67252,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1626415200000,20210630,2021-07
67263,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67264,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67273,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,1949,2024-01
67274,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1635746400000,,2021-11
67276,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,1932,2024-01
67277,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,1932,2024-01
67281,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67282,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,1949,2024-01
67283,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,193610,2024-01
67287,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19720724,2024-01
67289,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19720724,2024-01
67300,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19680212,2024-01
67302,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19680212,2024-01
67309,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1582178400000,,2020-02
67333,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1769148000000,,2026-01
67343,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19720811,2024-01
67348,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1730700000000,,2024-11
67397,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67401,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67408,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
67409,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
67412,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1580277600000,,2020-01
67433,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
67436,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1639375200000,,2021-12
67441,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1690437600000,,2023-07
67450,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1636437600000,,2021-11
67451,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1690437600000,,2023-07
67463,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1580968800000,,2020-02
67465,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1580968800000,,2020-02
67467,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,194206,2024-01
67469,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,194206,2024-01
67475,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1586930400000,,2020-04
67483,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67486,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1580364000000,,2020-01
67487,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1580364000000,,2020-01
67491,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1704693600000,,2024-01
67493,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1690869600000,,2023-08
67514,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1704693600000,,2024-01
67515,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1531116000000,,2018-07
67518,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1586930400000,,2020-04
67528,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19810909,2024-01
67532,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1687154400000,,2023-06
67547,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1679032800000,,2023-03
67548,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67549,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67554,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67557,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67560,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67561,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67562,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67563,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67564,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67567,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67570,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67573,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67583,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1661493600000,,2022-08
67585,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67588,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1737612000000,,2025-01
67589,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67592,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1737612000000,,2025-01
67593,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1737612000000,,2025-01
67594,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67595,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1737612000000,,2025-01
67597,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1737612000000,,2025-01
67625,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1704434400000,,2024-01
67628,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67629,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1695362400000,,2023-09
67635,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67657,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67658,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67659,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67660,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67664,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67665,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67667,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67669,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
67673,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67676,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,1976,2024-01
67679,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1582178400000,,2020-02
67680,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67681,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67683,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67684,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67685,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1676527200000,,2023-02
67687,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67690,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67691,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67693,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67694,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67695,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67702,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67714,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67715,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67726,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19560626,2024-01
67727,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1744351200000,,2025-04
67730,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1576821600000,,2019-12
67733,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1676527200000,,2023-02
67734,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1576821600000,,2019-12
67735,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1695621600000,,2023-09
67755,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67757,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1524722400000,,2018-04
67770,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1700546400000,,2023-11
67778,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67785,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1690783200000,,2023-07
67798,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1607666400000,,2020-12
67804,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1582783200000,,2020-02
67809,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1582783200000,,2020-02
67810,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1582783200000,,2020-02
67814,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1582610400000,,2020-02
67819,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67835,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67844,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19660318,2024-01
67845,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19660318,2024-01
67863,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67864,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67865,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67866,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67867,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67874,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1620021600000,,2021-05
67882,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1551333600000,,2019-02
67887,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1631685600000,,2021-09
67892,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1690524000000,,2023-07
67893,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1690524000000,,2023-07
67896,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,1946,2024-01
67897,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,1946,2024-01
67899,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19680311,2024-01
67900,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67902,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67905,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19821020,2024-01
67906,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67907,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67908,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1690437600000,,2023-07
67909,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1661493600000,,2022-08
67915,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67935,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19861030,2024-01
67937,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67940,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67981,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19791221,2024-01
67982,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19791221,2024-01
67986,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67989,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67990,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67991,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67992,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
67993,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1625464800000,,2021-07
67999,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1704348000000,,2024-01
68007,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68008,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19680101,2024-01
68009,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19680101,2024-01
68010,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68011,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68012,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68013,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68015,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19661114,2024-01
68017,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19571217,2024-01
68018,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68019,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68020,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19630329,2024-01
68021,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19620329,2024-01
68022,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68023,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68041,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1656396000000,,2022-06
68043,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,19720627,2024-01
68046,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706767200000,,2024-02
68057,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1744696800000,,2025-04
68060,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1744696800000,,2025-04
68061,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1744696800000,,2025-04
68072,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1768888800000,,2026-01
68074,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1769407200000,,2026-01
68075,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1769407200000,,2026-01
68076,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1769407200000,,2026-01
68077,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1769407200000,,2026-01
68086,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68087,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1768888800000,,2026-01
68089,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1744696800000,,2025-04
68090,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1744696800000,,2025-04
68093,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68098,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68099,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1584338400000,,2020-03
68100,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1584079200000,,2020-03
68111,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68112,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1706594400000,,2024-01
68115,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68118,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68119,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68120,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1586844000000,,2020-04
68121,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1586844000000,,2020-04
68129,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68149,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68152,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,,2024-01
68162,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1700546400000,,2023-11
68166,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1643781600000,,2022-02
68167,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1636351200000,,2021-11
68168,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1636437600000,,2021-11
68170,CATHEDRAL,lead_with_updated_record,N,Pb,Pb,1705989600000,1981,2024-01
68177,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1769407200000,,2026-01
68179,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1769148000000,,2026-01
68182,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1642744800000,,2022-01
68184,CATHEDRAL,material_changed_from_lead,Y,Cu,Pb,1769407200000,,2026-01
